ENTREZID	SYMBOL	TXCHROM
22333	Vdac1	chr11
213673	9530068E07Rik	chr11
320027	Fstl4	chr11
790909	Gm11186	chr11
15525	Hspa4	chr11
67966	Zcchc10	chr11
93736	Aff4	chr11
259301	Leap2	chr11
22272	Uqcrq	chr11
14566	Gdf9	chr11
100038498	Gm10447	NA
71774	Shroom1	chr11
432561	Gm9837	NA
237761	Sowaha	chr11
100503690	Gm19835	NA
20362	Septin8	chr11
319650	A430108G06Rik	NA
16568	Kif3a	chr11
16189	Il4	chr11
16163	Il13	chr11
19360	Rad50	chr11
16191	Il5	chr11
16362	Irf1	chr11
622459	Gm12216	chr11
20520	Slc22a5	chr11
56517	Slc22a21	chr11
30805	Slc22a4	chr11
30794	Pdlim4	chr11
18452	P4ha2	chr11
71056	4933405E24Rik	chr11
12981	Csf2	chr11
16187	Il3	chr11
216739	Acsl6	chr11
100503752	NA	NA
74847	Meikin	chr11
216742	Fnip1	chr11
192786	Rapgef6	chr11
72729	Cdc42se2	chr11
432562	Lyrm7os	chr11
75530	Lyrm7	chr11
15254	Hint1	chr11
14778	Gpx3	chr11
57783	Tnip1	chr11
11749	Anxa6	chr11
100503818	NA	NA
52570	Ccdc69	chr11
14667	Gm2a	chr11
215332	Slc36a3	chr11
246049	Slc36a2	chr11
100862205	NA	NA
74045	Slc36a1os	chr11
215335	Slc36a1	chr11
245827	Fat2	chr11
100862216	NA	NA
20692	Sparc	chr11
11927	Atox1	chr11
27041	G3bp1	chr11
100303747	Gm12238	chr11
14654	Glra1	chr11
216749	Nmur2	chr11
14799	Gria1	chr11
67726	Fam114a2	chr11
216760	Mfap3	chr11
171212	Galnt10	chr11
71154	4933426K07Rik	NA
50724	Sap30l	chr11
15110	Hand1	chr11
73158	Larp1	chr11
676527	Gm12248	NA
667947	Gm12247	NA
69125	Cnot8	chr11
216766	Gemin5	chr11
216767	Mrpl22	chr11
631323	Gm12250	NA
16145	Igtp	chr11
54396	Irgm2	chr11
73988	4930438A08Rik	NA
103836	Zfp692	chr11
319475	Zfp672	chr11
79566	Sh3bp5l	chr11
70163	Lypd8	chr11
69864	1810065E05Rik	chr11
624860	Gm12253	chr11
403200	Lypd9	chr11
18329	Olfr30	chr11
257932	Olfr332	chr11
100502887	Olfr331	chr11
258879	Olfr330	chr11
259148	Olfr329	chr11
258495	Olfr328	chr11
258198	Olfr224	chr11
258261	Olfr325	chr11
257892	Olfr324	chr11
100503950	NA	NA
78354	Lypd8l	chr11
258373	Olfr323	chr11
216781	Trim58	chr11
404346	Olfr322	chr11
216783	Olfr320	chr11
258493	Olfr319	chr11
258494	Olfr318	chr11
257931	Olfr317	chr11
258064	Olfr316	chr11
258531	Olfr315	chr11
257917	Olfr314	chr11
75429	Fam183b	chr11
258529	Olfr313	chr11
258065	Olfr312	chr11
258530	Olfr311	chr11
237769	NA	NA
69944	2810021J22Rik	chr11
22698	Zfp39	chr11
192194	Btnl10	chr11
108660	Rnf187	chr11
78303	H2bu2	chr11
382522	H2bu1-ps	chr11
319162	H2aw	chr11
56631	Trim17	chr11
75694	2310058D17Rik	NA
94091	Trim11	chr11
380698	Obscn	chr11
100038596	Gm10435	NA
216792	Iba57	chr11
100862303	NA	NA
118454	Gjc2	chr11
14923	Guk1	chr11
72203	2610507I01Rik	chr11
67212	Mrpl55	chr11
67862	2310033P09Rik	chr11
11840	Arf1	chr11
22416	Wnt3a	chr11
216795	Wnt9a	chr11
216797	Prss38	chr11
67826	Snap47	chr11
194952	Jmjd4	chr11
237775	Zfp867	chr11
268417	Zkscan17	chr11
74476	4933439C10Rik	chr11
216799	Nlrp3	chr11
257962	Olfr222	chr11
258421	Olfr223	chr11
257886	Olfr225	chr11
26936	Mprip	chr11
69320	1700007J10Rik	chr11
194908	Pld6	chr11
216805	Flcn	chr11
100504104	Gm16062	chr11
26572	Cops3	chr11
103850	Nt5m	chr11
100504121	Med9os	chr11
192191	Med9	chr11
19416	Rasd1	chr11
18618	Pemt	chr11
19377	Rai1	chr11
100504140	4930412M03Rik	NA
20787	Srebf1	chr11
216810	Tom1l2	chr11
74665	Drc3	chr11
246782	Atpaf2	chr11
66771	Gid4	chr11
13495	Drg2	chr11
17910	Myo15	chr11
268420	Alkbh5	chr11
100504161	NA	NA
16897	Llgl1	chr11
14248	Flii	chr11
237781	Mief2	chr11
100628625	Mir5100	chr11
21975	Top3a	chr11
237782	Smcr8	chr11
20425	Shmt1	chr11
637900	Gm12618	NA
216820	Dhrs7b	chr11
216821	Tmem11	chr11
24083	Natd1	chr11
24082	Map2k3os	chr11
26397	Map2k3	chr11
16515	Kcnj12	chr11
57916	Tnfrsf13b	chr11
216825	Usp22	chr11
11670	Aldh3a1	chr11
11671	Aldh3a2	chr11
100862356	NA	NA
380701	Slc47a2	chr11
67473	Slc47a1	chr11
626150	Gm12271	NA
22671	Rnf112	chr11
76293	Mfap4	chr11
23939	Mapk7	chr11
73216	B9d1os	NA
27078	B9d1	chr11
13855	Epn2	chr11
71520	Grap	chr11
109342	Slc5a10	chr11
69640	Fam83g	chr11
212627	Prpsap2	chr11
29869	Ulk2	chr11
56697	Akap10	chr11
432572	Specc1	chr11
100862391	NA	NA
11541	Adora2b	chr11
69747	Zswim7	chr11
72795	Ttc19	chr11
20185	Ncor1	chr11
327942	Pigl	chr11
73139	Cenpv	chr11
100503292	Gm12279	NA
22187	Ubb	chr11
100503279	NA	NA
22368	Trpv2	chr11
100862405	NA	NA
69221	2410006H16Rik	chr11
100217426	Snord49b	chr11
100217455	Snord49a	chr11
100217444	Snord65	chr11
192976	Lrrc75a	chr11
216829	Mmgt2	chr11
170740	Zfp287	chr11
192651	Zfp286	chr11
94092	Trim16	chr11
213980	Fbxw10	chr11
67510	Tvp23b	chr11
66338	Cdrt4	chr11
71062	Tekt3	chr11
18858	Pmp22	chr11
54710	Hs3st3b1	chr11
70383	Cox10	chr11
66456	2810001G20Rik	chr11
654805	F930015N05Rik	NA
15478	Hs3st3a1	chr11
68626	Elac2	chr11
216831	Arhgap44	chr11
214384	Myocd	chr11
327946	Gm12295	chr11
26398	Map2k4	chr11
791070	Mir744	chr11
52712	Zkscan6	chr11
237806	Dnah9	chr11
380702	Shisa6	chr11
100038666	Gm12298	chr11
193003	Pirt	chr11
338369	Tmem220	chr11
66358	Adprm	chr11
52892	Sco1	chr11
17883	Myh3	chr11
74184	2310065F04Rik	chr11
17882	Myh2	chr11
17879	Myh1	chr11
17884	Myh4	chr11
17885	Myh8	chr11
100861600	NA	NA
544791	Myh13	chr11
100861608	NA	NA
14457	Gas7	chr11
19674	Rcvrn	chr11
93896	Glp2r	chr11
544792	Gsg1l2	chr11
68460	Dhrs7c	chr11
216835	Usp43	chr11
72804	9130017K11Rik	NA
71860	Cfap52	chr11
55943	Stx8	chr11
100504320	Gm20169	NA
100504352	C78197	NA
18208	Ntn1	chr11
320207	Pik3r5	chr11
104709	Pik3r6	chr11
215723	Mfsd6l	chr11
276920	Ccdc42	chr11
77579	Myh10	chr11
83431	Ndel1	chr11
320040	Rnf222	chr11
19941	Rpl26	chr11
252868	Odf4	chr11
442801	Arhgef15	chr11
71998	Slc25a35	chr11
57785	Rangrf	chr11
237823	Pfas	chr11
100526545	Mir3062	chr11
68964	Ctc1	chr11
20877	Aurkb	chr11
71923	Borcs6	chr11
66910	Tmem107	chr11
100216530	Snord118	chr11
22318	Vamp2	chr11
18626	Per1	chr11
100038433	9130213A22Rik	NA
84653	Hes7	chr11
23801	Aloxe3	chr11
11686	Alox12b	chr11
11688	Alox8	chr11
14919	Gucy2e	chr11
216846	Cntrob	chr11
245828	Trappc1	chr11
16499	Kcnab3	chr11
80515	Rnf227	chr11
216848	Chd3	chr11
327951	Cyb5d1	chr11
78304	Naa38	chr11
67020	Tmem88	chr11
216850	Kdm6b	chr11
327954	Dnah2	chr11
13643	Efnb3	chr11
216853	Wrap53	chr11
22059	Trp53	chr11
11932	Atp1b2	chr11
20415	Shbg	chr11
69215	Sat2	chr11
23879	Fxr2	chr11
100316749	Mir467f	chr11
20670	Sox15	chr11
24070	Mpdu1	chr11
100316840	Mir1934	chr11
12514	Cd68	chr11
13681	Eif4a1	chr11
80886	Senp3	chr11
100503827	Tnfsf13os	NA
619441	Tnfsfm13	chr11
69583	Tnfsf13	chr11
21944	Tnfsf12	chr11
20020	Polr2a	chr11
56293	Slc35g3	chr11
75580	Zbtb4	chr11
11443	Chrnb1	chr11
14166	Fgf11	chr11
380705	Tmem102	chr11
74341	G630025P09Rik	NA
108803	Spem2	chr11
74288	Spem1	chr11
216856	Nlgn2	chr11
69186	Tmem256	chr11
70310	Plscr3	chr11
83813	Tnk1	chr11
100503361	Tmem95	chr11
216858	Kctd11	chr11
216859	Acap1	chr11
70419	2810408A11Rik	chr11
216860	Neurl4	chr11
56310	Gps2	chr11
276770	Eif5a	chr11
53422	Ybx2	chr11
20528	Slc2a4	chr11
53624	Cldn7	chr11
54351	Elp5	chr11
67181	Ctdnep1	chr11
56486	Gabarap	chr11
100861682	NA	NA
78246	Phf23	chr11
13543	Dvl2	chr11
100861689	NA	NA
11370	Acadvl	chr11
723896	Mir324	chr11
13385	Dlg4	chr11
11889	Asgr1	chr11
11890	Asgr2	chr11
216864	Mgl2	chr11
17312	Clec10a	chr11
216867	Slc16a11	chr11
69309	Slc16a13	chr11
12029	Bcl6b	chr11
751537	Mir497	chr11
387190	Mir195a	chr11
104457	0610010K14Rik	chr11
52898	Rnasek	chr11
11684	Alox12	chr11
11685	Alox12e	chr11
11687	Alox15	chr11
75273	Pelp1	chr11
216869	Arrb2	chr11
66172	Med11	chr11
66102	Cxcl16	chr11
574428	Zmynd15	chr11
75604	Tm4sf5	chr11
327956	Vmo1	chr11
216871	Gltpd2	chr11
19175	Psmb6	chr11
18806	Pld2	chr11
50932	Mink1	chr11
11448	Chrne	chr11
668433	4930544D05Rik	chr11
14723	Gp1ba	chr11
67863	Slc25a11	chr11
70510	Rnf167	chr11
18643	Pfn1	chr11
13808	Eno3	chr11
216873	Spag7	chr11
216874	Camta2	chr11
103844	Inca1	chr11
16562	Kif1c	chr11
193043	Zfp3	chr11
327957	Scimp	chr11
54189	Rabep1	chr11
100503922	Gm19967	NA
19069	Nup88	chr11
69723	Rpain	chr11
12261	C1qbp	chr11
216877	Dhx33	chr11
116891	Derl2	chr11
67139	Mis12	chr11
103712	6330403K07Rik	chr11
195046	Nlrp1a	chr11
637515	Nlrp1b	chr11
627984	Nlrp1c-ps	chr11
619299	9230020A06Rik	chr11
216881	Wscd1	chr11
73816	4930401O10Rik	chr11
114230	Aipl1	chr11
109212	Pimreg	chr11
327958	Pitpnm3	chr11
74477	4933427D14Rik	chr11
52700	Txndc17	chr11
67279	Med31	chr11
75304	4930563E22Rik	chr11
237831	Slc13a5	chr11
73366	1700051A21Rik	chr11
327959	Xaf1	chr11
628100	Fbxo39	chr11
21689	Tekt1	chr11
276829	Smtnl2	chr11
71522	Ggt6	chr11
18432	Mybbp1a	chr11
216892	Spns2	chr11
77577	Spns3	chr11
100504005	NA	NA
67128	Ube2g1	chr11
11736	Ankfy1	chr11
192986	Cyb5d2	chr11
195018	Zzef1	chr11
53313	Atp2a3	chr11
18436	P2rx1	chr11
55984	Camkk1	chr11
66874	Ncbp3	chr11
16407	Itgae	chr11
14841	Haspin	chr11
94045	P2rx5	chr11
66048	Emc6	chr11
76281	Tax1bp3	chr11
83429	Ctns	chr11
74637	Shpk	chr11
193034	Trpv1	chr11
246788	Trpv3	chr11
11484	Aspa	chr11
380709	Spata22	chr11
258925	Olfr20	chr11
258924	Olfr376	chr11
258923	Olfr1	chr11
258186	Olfr75-ps1	chr11
259026	Olfr378	chr11
259027	Olfr380	chr11
259024	Olfr381	chr11
258435	Olfr382	chr11
259025	Olfr385	chr11
193053	Olfr384	chr11
76390	Zfp735	chr11
259011	Olfr389	chr11
258344	Olfr390	chr11
258236	Olfr391	chr11
259008	Olfr392	chr11
259010	Olfr393	chr11
259009	Olfr394	chr11
259007	Olfr395	chr11
18321	Olfr23	chr11
258343	Olfr397	chr11
258705	Olfr398	chr11
259005	Olfr139	chr11
259006	Olfr399	chr11
327963	Zfp616	chr11
258701	Olfr401	chr11
258703	Olfr402	chr11
404316	Olfr403	chr11
258706	Olfr43	chr11
258181	Olfr406	chr11
18359	Olfr59	chr11
258702	Olfr410	chr11
258704	Olfr411	chr11
258153	Olfr412	chr11
380711	Rap1gap2	chr11
432582	Ccdc92b	chr11
74148	Cluh	chr11
18472	Pafah1b1	chr11
67493	Mettl16	chr11
17428	Mnt	chr11
97761	Sgsm2	chr11
104662	Tsr1	chr11
100217469	Snord91a	chr11
27364	Srr	chr11
103677	Smg6	chr11
15248	Hic1	chr11
387208	Mir212	chr11
387150	Mir132	chr11
246257	Ovca2	chr11
116905	Dph1	chr11
237847	Rtn4rl1	chr11
68275	Rpa1	chr11
100861772	NA	NA
319822	Smyd4	chr11
20317	Serpinf1	chr11
18816	Serpinf2	chr11
192652	Wdr81	chr11
100042498	Mir22hg	chr11
387141	Mir22	chr11
380712	Tlcd2	chr11
192159	Prpf8	chr11
280408	Rilp	chr11
380713	Scarf1	chr11
215113	Slc43a2	chr11
100628624	Mir3971	chr11
18738	Pitpna	chr11
19062	Inpp5k	chr11
17913	Myo1c	chr11
12928	Crk	chr11
22627	Ywhae	chr11
13447	Doc2b	chr11
380714	Rph3al	chr11
74230	1700016K19Rik	chr11
76566	Rflnb	chr11
68299	Vps53	chr11
116972	Tlcd3a	chr11
276919	Gemin4	chr11
13168	Dbil5	chr11
67201	Glod4	chr11
67390	Mrm3	chr11
18230	Nxn	chr11
56322	Timm22	chr11
109934	Abr	chr11
320522	Bhlha9	chr11
237858	Trarg1	chr11
53334	Gosr1	chr11
12874	Cpd	chr11
66601	Tmigd1	chr11
104184	Blmh	chr11
15567	Slc6a4	chr11
237859	Nsrp1	chr11
751519	Mir423	chr11
319634	Efcab5	chr11
237860	Ssh2	chr11
216961	Coro6	chr11
268445	Ankrd13b	chr11
70057	2210008F06Rik	NA
216963	Git1	chr11
216964	Trp53i13	chr11
67477	Abhd15	chr11
216965	Taok1	chr11
100861790	NA	NA
68564	Nufip2	chr11
12957	Cryba1	chr11
360013	Myo18a	chr11
791303	Gm10277	NA
19193	Pipox	chr11
791423	Gm11190	chr11
20370	Sez6	chr11
268448	Phf12	chr11
100504178	Dhrs13os	chr11
70451	Dhrs13	chr11
14252	Flot2	chr11
387162	Mir144	chr11
723870	Mir451a	chr11
57837	Eral1	chr11
216971	Fam222b	chr11
22032	Traf4	chr11
140859	Nek8	chr11
68385	Tlcd1	chr11
268449	Rpl23a	chr11
100529076	Snord42a	chr11
100216539	Snord4a	chr11
100529077	Snord42b	chr11
19376	Rab34	chr11
216974	Proca1	chr11
20926	Supt6	chr11
20316	Sdf2	chr11
72503	2610507B11Rik	chr11
216976	Rskr	chr11
100042648	Gm3948	NA
54141	Spag5	chr11
11676	Aldoc	chr11
276846	Pigs	chr11
22248	Unc119	chr11
15218	Foxn1	chr11
790911	Slc13a2os	chr11
20500	Slc13a2	chr11
52466	Slc46a1	chr11
237868	Sarm1	chr11
22370	Vtn	chr11
18292	Sebox	chr11
195040	Tmem199	chr11
67811	Poldip2	chr11
21927	Tnfaip1	chr11
55978	Ift20	chr11
69071	Tmem97	chr11
18099	Nlk	chr11
69109	Ccnq	chr11
66274	Lyrm9	chr11
18126	Nos2	chr11
16859	Lgals9	chr11
16706	Ksr1	chr11
790910	Gm11201	chr11
78889	Wsb1	chr11
791376	Gm9964	NA
18015	Nf1	chr11
104522	AU040972	chr11
18377	Omg	chr11
216984	Evi2b	chr11
14017	Evi2a	chr11
319377	D130012P04Rik	NA
268451	Rab11fip4	chr11
790912	Rab11fip4os1	chr11
72218	Rab11fip4os2	chr11
387188	Mir193a	chr11
723853	Mir365-2	chr11
100038730	Gm10387	NA
216987	Utp6	chr11
52615	Suz12	chr11
54394	Crlf3	chr11
237877	Atad5	chr11
68550	Tefm	chr11
216991	Adap2	chr11
71956	Rnf135	chr11
59040	Rhot1	chr11
246104	Rhbdl3	chr11
70591	5730455P16Rik	chr11
22680	Zfp207	chr11
69077	Psmd11	chr11
12569	Cdk5r1	chr11
338367	Myo1d	chr11
103743	Tmem98	chr11
75622	Spaca3	chr11
11418	Asic2	chr11
237880	1700071K01Rik	chr11
71388	5530401A14Rik	chr11
20296	Ccl2	chr11
20306	Ccl7	chr11
20292	Ccl11	chr11
20293	Ccl12	chr11
20307	Ccl8	chr11
20290	Ccl1	chr11
270893	Tmem132e	chr11
791422	Gm11426	chr11
12467	Cct6b	chr11
66983	Zfp830	chr11
100503272	Gm11423	chr11
16882	Lig3	chr11
67338	Rffl	chr11
19364	Rad51d	chr11
78919	Fndc8	chr11
217011	Nle1	chr11
217012	Unc45b	chr11
76392	Slfn5os	chr11
327978	Slfn5	chr11
237886	Slfn9	chr11
276950	Slfn8	chr11
668706	NA	NA
237887	Slfn10-ps	chr11
20556	Slfn2	chr11
100504448	NA	NA
20555	Slfn1	chr11
20558	Slfn4	chr11
20557	Slfn3	chr11
100043636	AI662270	chr11
237890	Slfn14	chr11
613254	AA465934	chr11
103729	AI450353	chr11
100302731	Snord7	NA
103737	Pex12	chr11
71770	Ap2b1	chr11
276952	Rasl10b	chr11
237891	Gas2l2	chr11
66330	1700020L24Rik	chr11
118453	Mmp28	chr11
70439	Taf15	chr11
629303	Heatr9	chr11
20304	Ccl5	chr11
20308	Ccl9	chr11
100504464	E230016K23Rik	chr11
20305	Ccl6	chr11
20302	Ccl3	chr11
20303	Ccl4	chr11
100034251	Wfdc17	chr11
14038	Wfdc18	chr11
66107	Wfdc21	chr11
217026	Heatr6	chr11
21410	Hnf1b	chr11
78394	Ddx52	chr11
217030	Synrg	chr11
100504496	Gm20255	NA
56405	Dusp14	chr11
217031	Tada2a	chr11
628813	Gm11437	chr11
107476	Acaca	chr11
56321	Aatf	chr11
16869	Lhx1	chr11
78365	Lhx1os	chr11
78471	1700109G15Rik	chr11
217038	Mrm1	chr11
192970	Dhrs11	chr11
74995	4930502E09Rik	chr11
217039	Ggnbp2	chr11
100504527	Gm10374	NA
70325	Pigw	chr11
66196	Myo19	chr11
448850	Znhit3	chr11
12351	Car4	chr11
237898	Usp32	chr11
73634	1700125H20Rik	chr11
66884	Appbp2	chr11
654810	Appbp2os	chr11
53892	Ppm1d	chr11
192197	Bcas3	chr11
100316691	NA	NA
71489	Bcas3os1	chr11
100628627	Mir5110	chr11
78420	Bcas3os2	chr11
69909	2610027K06Rik	chr11
21385	Tbx2	chr11
21387	Tbx4	chr11
629393	Gm20759	NA
237911	Brip1	chr11
70422	Ints2	chr11
327987	Med13	chr11
76892	Rnft1	chr11
72508	Rps6kb1	chr11
56427	Tubd1	chr11
75909	Vmp1	chr11
387140	Mir21a	chr11
100504632	Gm11478	NA
217057	Ptrh2	chr11
67300	Cltc	chr11
67487	Dhx40	chr11
319269	A130040M12Rik	NA
77864	Ypel2	chr11
66569	Gdpd1	chr11
74133	Smg8	chr11
270906	Prr11	chr11
66140	Ska2	chr11
723834	Mir301	chr11
68729	Trim37	chr11
320472	Ppm1e	chr11
114714	Rad51c	chr11
83560	Tex14	chr11
19842	Rnu1a1	NA
19858	Snord3b1	NA
19860	Snord3b3	NA
19861	Snord3b4	NA
19859	Snord3b2	NA
100503535	NA	NA
18952	Septin4	chr11
170749	Mtmr4	chr11
327992	Hsf5	chr11
207742	Rnf43	chr11
68690	1110028F11Rik	chr11
20922	Supt4a	chr11
387160	Mir142	chr11
207777	Tspoap1	chr11
17523	Mpo	chr11
76113	Lpo	chr11
380718	Mks1	chr11
13861	Epx	chr11
258406	Olfr462	chr11
258408	Olfr463	chr11
258407	Olfr464	chr11
68097	Dynll2	chr11
110809	Srsf1	chr11
22344	Vezf1	chr11
70393	2210416O15Rik	chr11
103841	Cuedc1	chr11
64656	Mrps23	chr11
74297	Ccdc182	chr11
76626	Msi2	chr11
100628571	Mir378b	chr11
193280	C030037D09Rik	chr11
11640	Akap1	chr11
73921	Scpep1os	chr11
74617	Scpep1	chr11
217066	Elobl	chr11
72381	2210409E12Rik	chr11
100504514	NA	NA
12812	Coil	chr11
217069	Trim25	chr11
56077	Dgke	chr11
414094	Dgkeos	chr11
217071	Gm525	chr11
18121	Nog	chr11
214604	NA	NA
382543	Ankfn1	chr11
18559	Pctp	chr11
67888	Tmem100	chr11
67468	Mmd	chr11
217082	Hlf	chr11
20913	Stxbp4	chr11
69802	Cox11	chr11
71943	Tom1l1	chr11
73922	4930405D11Rik	chr11
73470	Kif2b	chr11
72605	Car10	chr11
217109	Utp18	chr11
103537	Mbtd1	chr11
18103	Nme2	chr11
18102	Nme1	chr11
100862001	NA	NA
70834	Spag9	chr11
22057	Tob1	chr11
278507	Wfikkn2	chr11
67684	Luc7l3	chr11
71452	Ankrd40	chr11
76408	Abcc3	chr11
12291	Cacna1g	chr11
217116	Spata20	chr11
71889	Epn3	chr11
104601	Mycbpap	chr11
237926	Rsad1	chr11
264895	Acsf2	chr11
12643	Chad	chr11
98238	Lrrc59	chr11
268465	Eme1	chr11
94064	Mrpl27	chr11
217119	Xylt2	chr11
432589	Gm11541	chr11
217122	Gm11545	NA
544806	Tmem92	chr11
544807	Gm11546	NA
544808	AA623943	NA
665174	Gm11543	NA
432591	Gm11544	NA
100039739	A430060F13Rik	NA
12842	Col1a1	chr11
20391	Sgca	chr11
54388	H1f9	chr11
217124	Ppp1r9b	chr11
100504649	NA	NA
217125	Samd14	chr11
18604	Pdk2	chr11
16400	Itga3	chr11
13393	Dlx3	chr11
13394	Dlx4	chr11
320453	Dlx4os	chr11
93670	Tac4	chr11
217127	Kat7	chr11
215512	Fam117a	chr11
110172	Slc35b1	chr11
20747	Spop	chr11
104079	Nxph3	chr11
18053	Ngfr	chr11
100862044	NA	NA
18673	Phb	chr11
544809	Gm9796	NA
432396	Zfp652os	chr11
320616	B130006D01Rik	NA
268469	Zfp652	chr11
237928	Phospho1	chr11
66610	Abi3	chr11
14710	Gngt2	chr11
73906	4833417C18Rik	chr11
14422	B4galnt2	chr11
140486	Igf2bp1	chr11
100526468	Mir3063	chr11
14607	Gip	chr11
27681	Snf8	chr11
268470	Ube2z	chr11
11951	Atp5g1	chr11
76815	Calcoco2	chr11
237930	Ttll6	chr11
15408	Hoxb13	chr11
432593	Gm11538	NA
193022	Gm53	chr11
387191	Mir196a-1	chr11
15417	Hoxb9	chr11
15416	Hoxb8	chr11
15415	Hoxb7	chr11
15414	Hoxb6	chr11
15413	Hoxb5	chr11
723893	Mir10a	chr11
15412	Hoxb4	chr11
15410	Hoxb3	chr11
103889	Hoxb2	chr11
15407	Hoxb1	chr11
100038600	Gm11529	chr11
78473	Skap1	chr11
69884	2010300F17Rik	NA
74479	Snx11	chr11
12412	Cbx1	chr11
629750	Gm11517	NA
18023	Nfe2l1	chr11
56358	Copz2	chr11
387170	Mir152	chr11
80280	Cdk5rap3	chr11
100502635	Gm11525	NA
217138	Prr15l	chr11
103711	Pnpo	chr11
319371	D030028A08Rik	chr11
78912	Sp2	chr11
83395	Sp6	chr11
217140	Scrn2	chr11
69297	Lrrc46	chr11
107732	Mrpl10	chr11
71240	Osbpl7	chr11
57765	Tbx21	chr11
73174	Tbkbp1	chr11
16211	Kpnb1	chr11
100502647	Gm11583	NA
19155	Npepps	chr11
67036	Mrpl45	chr11
217143	Gpr179	chr11
192157	Socs7	chr11
58996	Arhgap23	chr11
100141474	4933428G20Rik	chr11
56013	Srcin1	chr11
69729	2410003L11Rik	chr11
103551	Epop	chr11
246198	Mllt6	chr11
217149	Cisd3	chr11
22658	Pcgf2	chr11
26446	Psmb3	chr11
108083	Pip4k2b	chr11
67480	Cwc25	chr11
72215	1700001P01Rik	chr11
65019	Rpl23	chr11
100302498	Snora21	chr11
16796	Lasp1	chr11
68127	B230217C12Rik	chr11
72973	Fbxo47	chr11
72324	Plxdc1	chr11
217151	Arl5c	chr11
12295	Cacnb1	chr11
19921	Rpl19	chr11
217154	Stac2	chr11
72194	Fbxl20	chr11
19014	Med1	chr11
69131	Cdk12	chr11
100628613	Mir5119	chr11
18013	Neurod2	chr11
19049	Ppp1r1b	chr11
69338	1700003D09Rik	chr11
59045	Stard3	chr11
21393	Tcap	chr11
18948	Pnmt	chr11
320655	Pgap3	chr11
13866	Erbb2	chr11
103742	Mien1	chr11
14786	Grb7	chr11
100862101	NA	NA
22780	Ikzf3	chr11
69376	Zpbp2	chr11
66612	Ormdl3	chr11
192852	Lrrc3c	chr11
450219	Gsdma3	chr11
76758	Gsdma2	chr11
57911	Gsdma	chr11
100502779	Gm12356	NA
22123	Psmd3	chr11
12985	Csf3	chr11
23989	Med24	chr11
21833	Thra	chr11
217166	Nr1d1	chr11
74026	Msl1	chr11
100037262	Gm12359	chr11
192160	Casc3	chr11
268480	Rapgefl1	chr11
68524	Wipf2	chr11
23834	Cdc6	chr11
19401	Rara	chr11
353155	Gjd3	chr11
21973	Top2a	chr11
16010	Igfbp4	chr11
217169	Tns4	chr11
12775	Ccr7	chr11
100862109	NA	NA
57376	Smarce1	chr11
268481	Krt222	chr11
75706	Krt24	chr11
70810	Krt25	chr11
320864	Krt26	chr11
16675	Krt27	chr11
70843	Krt28	chr11
16661	Krt10	chr11
100504165	NA	NA
268482	Krt12	chr11
66809	Krt20	chr11
94179	Krt23	chr11
237934	Krt39	chr11
406221	Krt40	chr11
66380	Krtap3-3	chr11
66708	Krtap3-2	chr11
69473	Krtap3-1	chr11
69664	Krtap1-5	chr11
629873	Krtap1-4	chr11
435273	Krtap1-3	chr11
75586	Krtap9-3	chr11
100041412	Gm11938	chr11
100041488	Gm11937	chr11
71453	Krtap2-4	chr11
100502803	Gm11562	chr11
665891	Krtap4-1	chr11
68673	Krtap4-2	chr11
76444	Krtap4-7	chr11
546511	Gm11555	NA
100040248	Gm11563	chr11
68768	Krtap4-6	chr11
100040276	Gm11595	chr11
665992	Krtap4-8	chr11
665998	Krtap4-9	chr11
670464	Gm11596	chr11
670472	Gm11569	NA
670482	Gm11554	chr11
69464	Krtap4-13	chr11
670496	Gm11564	chr11
100502865	2300003K06Rik	chr11
435285	Krtap4-16	chr11
432600	Gm11568	chr11
100415785	Gm11559	chr11
16705	Krtap9-1	chr11
670533	Gm11567	chr11
70831	Krtap31-1	chr11
670550	Gm11565	chr11
432602	Krtap31-2	chr11
435286	Krtap9-5	chr11
100504183	Krtap16-1	chr11
77914	Krtap17-1	chr11
71888	Krt33a	chr11
16671	Krt33b	chr11
16672	Krt34	chr11
16660	Krt31	chr11
16670	Krt32	chr11
53617	Krt35	chr11
16673	Krt36	chr11
16663	Krt13	chr11
16665	Krt15	chr11
16669	Krt19	chr11
107656	Krt9	chr11
16664	Krt14	chr11
16666	Krt16	chr11
16667	Krt17	chr11
68239	Krt42	chr11
20918	Eif1	chr11
14459	Gast	chr11
15114	Hap1	chr11
16480	Jup	chr11
66180	P3h4	chr11
14230	Fkbp10	chr11
68106	Nt5c3b	chr11
66720	Klhl10	chr11
217194	Klhl11	chr11
104112	Acly	chr11
74407	Odad4	chr11
12799	Cnp	chr11
56354	Dnajc7	chr11
100502925	NA	NA
71966	Nkiras2	chr11
278304	Zfp385c	chr11
80861	Dhx58	chr11
14534	Kat2a	chr11
75482	Hspb9	chr11
19345	Rab5c	chr11
380728	Kcnh4	chr11
15171	Hcrt	chr11
80860	Ghdc	chr11
20851	Stat5b	chr11
20850	Stat5a	chr11
20848	Stat3	chr11
19285	Cavin1	chr11
11975	Atp6v0a1	chr11
27419	Naglu	chr11
15485	Hsd17b1	chr11
71743	Coasy	chr11
21428	Mlx	chr11
19183	Psmc3ip	chr11
67998	Retreg3	chr11
103733	Tubg1	chr11
103768	Tubg2	chr11
